date,ticker,price,decision,reason,sentiment,rsi,confidence
2025-12-21,DOGE-USDT,0.13112,sell,"SELL_MILD: score=-14, RSI=41.9",-0.450,41.91,0.600
2025-12-21,DOT-USDT,1.802,hold,Neutral (score=-9),-0.650,31.35,0.600
2025-12-21,ETH-USDT,3002.02,sell,SELL: score=-19,-0.350,47.85,0.600
2025-12-21,LTC-USDT,76.79,sell,SELL: score=-20,-0.600,38.15,0.500
2025-12-21,SOL-USDT,126.03,sell,SELL: score=-19,-0.350,43.75,0.600
2025-12-21,XRP-USDT,1.9223,sell,SELL: score=-21,-0.450,42.22,0.600
2025-12-22,ADA-USDT,0.3711,sell,SELL: score=-24,-0.450,38.19,0.600
2025-12-22,BNB-USDT,858.66,sell,SELL: score=-19,-0.350,44.33,0.550
2025-12-22,BTC-USDT,88620.79,sell,SELL: score=-19,-0.350,46.06,0.600
2025-12-22,DOGE-USDT,0.13258,hold,Neutral (score=4),-0.300,43.44,0.600
2025-12-22,DOT-USDT,1.784,hold,Neutral (score=-9),-0.650,30.73,0.600
2025-12-22,ETH-USDT,3009.49,sell,SELL: score=-18,-0.300,48.28,0.600
2025-12-22,LTC-USDT,77.05,sell,SELL: score=-15,-0.400,38.78,0.600
2025-12-22,SOL-USDT,125.93,sell,SELL: score=-20,-0.400,43.64,0.600
2025-12-22,XRP-USDT,1.9043,sell,SELL: score=-20,-0.400,41.06,0.600
2025-12-23,ADA-USDT,0.3628,sell,SELL: score=-29,-0.650,36.43,0.550
2025-12-23,BNB-USDT,844.3,sell,"SELL_MILD: score=-9, RSI=41.2",-0.450,41.16,0.550
2025-12-23,BTC-USDT,87486.0,sell,SELL: score=-20,-0.400,43.11,0.600
2025-12-23,DOGE-USDT,0.12928,hold,Neutral (score=2),-0.400,40.81,0.600
2025-12-23,DOT-USDT,1.765,hold,Neutral (score=-9),-0.650,30.06,0.600
2025-12-23,ETH-USDT,2965.02,sell,SELL: score=-20,-0.400,45.88,0.500
2025-12-23,LTC-USDT,77.01,buy,BUY: score=17,-0.300,38.72,0.500
2025-12-23,SOL-USDT,124.01,sell,SELL: score=-20,-0.400,41.58,0.650
2025-12-23,XRP-USDT,1.8734,hold,Neutral (score=-9),-0.650,39.08,0.600
2025-12-24,ADA-USDT,0.3566,sell,SELL: score=-17,-0.650,35.12,0.600
2025-12-24,BNB-USDT,846.58,sell,SELL: score=-21,-0.450,41.87,0.600
2025-12-24,BTC-USDT,87669.45,sell,SELL: score=-21,-0.450,43.74,0.600
2025-12-24,DOGE-USDT,0.12856,hold,Neutral (score=4),-0.300,40.24,0.600
2025-12-24,DOT-USDT,1.738,buy,BUY: score=16,-0.750,29.08,0.650
2025-12-24,ETH-USDT,2947.47,sell,SELL: score=-20,-0.400,44.93,0.600
2025-12-24,LTC-USDT,75.79,buy,BUY: score=15,-0.400,36.69,0.600
2025-12-24,SOL-USDT,122.53,sell,"SELL_MILD: score=-9, RSI=40.0",-0.450,40.01,0.650
2025-12-24,XRP-USDT,1.8628,hold,Neutral (score=-9),-0.650,38.39,0.600
2025-12-25,ADA-USDT,0.3434,sell,SELL: score=-17,-0.650,32.45,0.600
2025-12-25,BNB-USDT,829.64,hold,Neutral (score=0),-0.600,38.18,0.600
2025-12-25,BTC-USDT,87225.27,sell,SELL: score=-21,-0.450,42.52,0.600
2025-12-25,DOGE-USDT,0.12365,hold,Neutral (score=-2),-0.650,36.49,0.600
2025-12-25,DOT-USDT,1.685,hold,Neutral (score=1),-0.750,27.21,0.600
2025-12-25,ETH-USDT,2903.95,sell,SELL: score=-25,-0.600,42.57,0.500
2025-12-25,LTC-USDT,75.71,hold,Neutral (score=14),-0.450,36.55,0.400
2025-12-25,SOL-USDT,120.06,hold,Neutral (score=-8),-0.600,37.46,0.600
2025-12-25,XRP-USDT,1.8326,hold,Neutral (score=-9),-0.650,36.44,0.600
2025-12-26,ADA-USDT,0.3496,sell,SELL: score=-20,-0.600,34.95,0.650
2025-12-26,BNB-USDT,834.72,hold,Neutral (score=-4),-0.450,39.89,0.650
2025-12-26,BTC-USDT,87369.56,sell,SELL: score=-21,-0.450,43.07,0.600
2025-12-26,DOGE-USDT,0.12211,hold,Neutral (score=7),-0.600,35.37,0.600
2025-12-26,DOT-USDT,1.723,buy,BUY: score=15,-0.400,30.65,0.600
2025-12-26,ETH-USDT,2927.99,sell,SELL: score=-20,-0.400,44.31,0.600
2025-12-26,LTC-USDT,76.87,hold,Neutral (score=12),-0.300,40.01,0.600
2025-12-26,SOL-USDT,122.26,sell,SELL: score=-21,-0.450,41.06,0.550
2025-12-26,XRP-USDT,1.8437,sell,SELL: score=-20,-0.600,37.69,0.600
2025-12-27,ADA-USDT,0.37,sell,SELL: score=-20,-0.400,42.49,0.500
2025-12-27,BNB-USDT,845.04,sell,SELL: score=-20,-0.400,43.32,0.500
2025-12-27,BTC-USDT,87877.01,sell,SELL: score=-20,-0.400,45.09,0.500
2025-12-27,DOGE-USDT,0.12435,hold,Neutral (score=-5),-0.600,38.32,0.600
2025-12-27,DOT-USDT,1.91,hold,Neutral (score=0),-0.200,44.56,0.500
2025-12-27,ETH-USDT,2949.05,sell,SELL: score=-19,-0.350,45.85,0.600
2025-12-27,LTC-USDT,80.33,buy,BUY: score=24,0.150,48.94,0.550
2025-12-27,SOL-USDT,124.73,sell,SELL: score=-19,-0.350,44.89,0.550
2025-12-27,XRP-USDT,1.8735,sell,SELL: score=-20,-0.400,41.07,0.600
2025-12-28,ADA-USDT,0.3688,hold,Neutral (score=14),-0.250,42.18,0.500
2025-12-28,BNB-USDT,859.32,sell,SELL: score=-18,-0.300,47.76,0.600
2025-12-28,BTC-USDT,87952.71,sell,SELL: score=-18,-0.300,45.40,0.600
2025-12-28,DOGE-USDT,0.12393,hold,Neutral (score=-6),-0.650,37.97,0.600
2025-12-28,DOT-USDT,1.851,hold,Neutral (score=-3),-0.300,41.72,0.500
2025-12-28,ETH-USDT,2950.91,sell,SELL: score=-18,-0.300,46.00,0.600
2025-12-28,LTC-USDT,78.73,buy,BUY: score=15,-0.200,45.56,0.500
2025-12-28,SOL-USDT,125.27,sell,SELL: score=-18,-0.300,45.72,0.600
2025-12-28,XRP-USDT,1.8654,hold,Neutral (score=12),-0.300,40.42,0.600
2025-12-29,ADA-USDT,0.3532,hold,Neutral (score=7),-0.400,38.28,0.500
2025-12-29,BNB-USDT,852.46,sell,SELL: score=-18,-0.300,45.90,0.600
2025-12-29,BTC-USDT,87237.13,sell,SELL: score=-21,-0.450,42.93,0.600
2025-12-29,DOGE-USDT,0.12288,hold,Neutral (score=-6),-0.650,37.06,0.550
2025-12-29,DOT-USDT,1.824,hold,Neutral (score=-3),-0.300,40.45,0.600
2025-12-29,ETH-USDT,2937.9,sell,SELL: score=-18,-0.300,45.10,0.600
2025-12-29,LTC-USDT,78.32,hold,Neutral (score=12),-0.300,44.71,0.500
2025-12-29,SOL-USDT,123.28,hold,Neutral (score=12),-0.300,43.14,0.500
2025-12-29,XRP-USDT,1.8508,buy,BUY: score=15,-0.400,39.24,0.600
2025-12-30,ADA-USDT,0.3514,buy,BUY: score=15,-0.400,37.84,0.600
2025-12-30,BNB-USDT,861.65,buy,BUY: score=24,0.150,48.78,0.550
2025-12-30,BTC-USDT,88485.49,buy,BUY: score=24,0.150,48.22,0.550
2025-12-30,DOGE-USDT,0.12336,buy,BUY: score=15,-0.400,37.80,0.600
2025-12-30,DOT-USDT,1.811,hold,Neutral (score=2),-0.300,39.82,0.600
2025-12-30,ETH-USDT,2973.69,sell,SELL: score=-18,-0.300,48.09,0.600
2025-12-30,LTC-USDT,78.89,buy,BUY: score=24,0.150,46.22,0.550
2025-12-30,SOL-USDT,125.01,buy,BUY: score=16,-0.150,45.99,0.550
2025-12-30,XRP-USDT,1.8776,buy,BUY: score=15,-0.200,42.57,0.500
2025-12-31,ADA-USDT,0.3335,hold,Neutral (score=6),-0.650,33.73,0.600
2025-12-31,BNB-USDT,864.3,buy,BUY: score=24,0.150,49.61,0.550
2025-12-31,BTC-USDT,87648.22,buy,BUY: score=15,-0.200,45.19,0.500
2025-12-31,DOGE-USDT,0.11747,hold,Neutral (score=14),-0.650,32.74,0.600
2025-12-31,DOT-USDT,1.789,hold,Neutral (score=0),-0.400,38.72,0.600
2025-12-31,ETH-USDT,2971.64,sell,SELL: score=-18,-0.300,47.93,0.600
2025-12-31,LTC-USDT,76.85,hold,Neutral (score=12),-0.300,41.83,0.500
2025-12-31,SOL-USDT,124.65,buy,BUY: score=16,-0.150,45.48,0.550
2025-12-31,XRP-USDT,1.8423,buy,BUY: score=15,-0.400,39.50,0.600
2026-01-01,ADA-USDT,0.3565,hold,Neutral (score=0),-0.200,42.39,0.500
2026-01-01,BNB-USDT,864.39,buy,BUY: score=22,0.100,49.64,0.500
2026-01-01,BTC-USDT,88839.04,buy,BUY: score=28,0.300,50.00,0.500
2026-01-01,DOGE-USDT,0.12683,hold,Neutral (score=8),-0.150,45.27,0.550
2026-01-01,DOT-USDT,1.999,sell,"SELL_MILD: score=-7, RSI=52.3",0.300,52.26,0.400
2026-01-01,ETH-USDT,3004.19,hold,Neutral (score=22),0.100,50.74,0.500
2026-01-01,LTC-USDT,79.97,sell,SELL_BB: BB=0.82,0.200,49.70,0.600
2026-01-01,SOL-USDT,126.9,buy,BUY: score=22,0.100,49.28,0.500
2026-01-01,XRP-USDT,1.8799,buy,BUY: score=15,-0.200,44.13,0.600
2026-01-02,ADA-USDT,0.3949,sell,"SELL_MILD: score=-11, RSI=53.3",0.150,53.35,0.450
2026-01-02,BNB-USDT,881.25,sell,SELL_BB: BB=0.96,0.400,55.03,0.600
2026-01-02,BTC-USDT,89995.13,sell,SELL_BB: BB=1.05,0.400,54.20,0.600
2026-01-02,DOGE-USDT,0.14188,sell,"SELL_MILD: score=-7, RSI=58.6",0.300,58.62,0.650
2026-01-02,DOT-USDT,2.166,sell,"SELL_MILD: score=-7, RSI=59.9",0.300,59.85,0.400
2026-01-02,ETH-USDT,3125.45,sell,SELL_BB: BB=1.11,0.400,59.53,0.600
2026-01-02,LTC-USDT,81.93,sell,SELL_BB: BB=1.08,0.300,53.92,0.600
2026-01-02,SOL-USDT,132.29,sell,SELL_BB: BB=1.08,0.400,57.00,0.600
2026-01-02,XRP-USDT,2.0069,sell,SELL_BB: BB=1.11,0.300,56.29,0.600
2026-01-03,ADA-USDT,0.3893,sell,SELL_BB: BB=0.86,0.150,51.80,0.550
2026-01-03,BNB-USDT,878.63,sell,SELL_BB: BB=0.91,0.200,54.06,0.600
2026-01-03,BTC-USDT,90628.01,sell,SELL_BB: BB=1.08,0.400,56.36,0.600
2026-01-03,DOGE-USDT,0.14315,sell,"SELL_MILD: score=-7, RSI=59.5",0.300,59.51,0.550
2026-01-03,DOT-USDT,2.125,sell,"SELL_MILD: score=-5, RSI=57.4",0.400,57.43,0.600
2026-01-03,ETH-USDT,3127.11,sell,SELL_BB: BB=1.05,0.300,59.64,0.600
2026-01-03,LTC-USDT,82.08,sell,SELL_BB: BB=1.01,0.250,54.23,0.550
2026-01-03,SOL-USDT,133.37,sell,SELL_BB: BB=1.08,0.300,58.37,0.600
2026-01-03,XRP-USDT,2.0182,sell,SELL_BB: BB=1.10,0.300,57.18,0.650
2026-01-04,ADA-USDT,0.4007,sell,"SELL_MILD: score=-11, RSI=54.7",0.150,54.68,0.550
2026-01-04,BNB-USDT,895.43,sell,SELL_BB: BB=1.06,0.400,59.04,0.600
2026-01-04,BTC-USDT,91529.73,sell,SELL_BB: BB=1.11,0.400,59.30,0.600
2026-01-04,DOGE-USDT,0.14953,sell,"SELL_MILD: score=-13, RSI=63.8",0.400,63.76,0.600
2026-01-04,DOT-USDT,2.142,sell,"SELL_MILD: score=-5, RSI=58.2",0.400,58.19,0.600
2026-01-04,ETH-USDT,3144.7,sell,SELL_BB: BB=1.01,0.400,60.81,0.600
2026-01-04,LTC-USDT,82.26,sell,SELL_BB: BB=0.96,0.300,54.63,0.500
2026-01-04,SOL-USDT,134.12,sell,SELL_BB: BB=1.03,0.300,59.34,0.650
2026-01-04,XRP-USDT,2.0909,sell,SELL_BB: BB=1.19,0.400,62.49,0.600
2026-01-05,ADA-USDT,0.4211,sell,"SELL_MILD: score=-7, RSI=59.4",0.300,59.36,0.500
2026-01-05,BNB-USDT,910.31,sell,SELL_BB: BB=1.13,0.400,62.88,0.600
2026-01-05,BTC-USDT,93859.71,sell,SELL_BB: BB=1.22,0.600,65.74,0.650
2026-01-05,DOGE-USDT,0.15171,sell,"SELL_MILD: score=-13, RSI=65.1",0.400,65.11,0.550
2026-01-05,DOT-USDT,2.208,sell,"SELL_MILD: score=-13, RSI=61.1",0.400,61.07,0.600
2026-01-05,ETH-USDT,3224.99,sell,SELL_BB: BB=1.09,0.500,65.71,0.600
2026-01-05,LTC-USDT,83.46,sell,SELL_BB: BB=1.00,0.400,57.33,0.700
2026-01-05,SOL-USDT,137.9,sell,SELL_BB: BB=1.12,0.450,63.89,0.600
2026-01-05,XRP-USDT,2.3478,sell,SELL: score=-30,0.400,74.52,0.500
2026-01-06,ADA-USDT,0.4194,sell,"SELL_MILD: score=-6, RSI=58.8",0.350,58.82,0.600
2026-01-06,BNB-USDT,917.64,sell,SELL_BB: BB=1.07,0.400,64.64,0.600
2026-01-06,BTC-USDT,93747.97,sell,SELL_BB: BB=1.07,0.400,65.20,0.600
2026-01-06,DOGE-USDT,0.15055,sell,SELL: score=-15,0.300,63.75,0.600
2026-01-06,DOT-USDT,2.235,sell,"SELL_MILD: score=-13, RSI=62.2",0.400,62.22,0.600
2026-01-06,ETH-USDT,3296.84,sell,SELL_BB: BB=1.12,0.400,69.39,0.600
2026-01-06,LTC-USDT,83.96,sell,SELL_BB: BB=0.97,0.400,58.44,0.600
2026-01-06,SOL-USDT,141.08,sell,SELL_BB: BB=1.11,0.400,67.22,0.600
2026-01-06,XRP-USDT,2.3042,sell,SELL: score=-32,0.300,70.39,0.500
2026-01-07,ADA-USDT,0.4022,hold,Neutral (score=10),0.200,53.47,0.600
2026-01-07,BNB-USDT,900.3,sell,SELL_BB: BB=0.86,0.300,57.68,0.650
2026-01-07,BTC-USDT,91364.16,hold,Neutral (score=25),0.200,54.97,0.500
2026-01-07,DOGE-USDT,0.14642,sell,SELL_BB: BB=0.82,0.300,59.03,0.500
2026-01-07,DOT-USDT,2.145,sell,SELL_BB: BB=0.81,0.300,56.27,0.650
2026-01-07,ETH-USDT,3168.72,sell,SELL_BB: BB=0.81,0.300,57.52,0.650
2026-01-07,LTC-USDT,81.71,hold,Neutral (score=25),0.200,51.91,0.600
2026-01-07,SOL-USDT,136.39,sell,SELL_BB: BB=0.86,0.300,58.64,0.650
2026-01-07,XRP-USDT,2.1657,sell,SELL_BB: BB=0.84,0.350,59.19,0.600
2026-01-08,ADA-USDT,0.3956,hold,Neutral (score=9),0.150,51.53,0.550
2026-01-08,BNB-USDT,892.26,hold,Neutral (score=26),0.250,54.74,0.600
2026-01-08,BTC-USDT,91099.99,hold,Neutral (score=28),0.300,53.96,0.700
2026-01-08,DOGE-USDT,0.14194,hold,Neutral (score=9),0.150,54.33,0.550
2026-01-08,DOT-USDT,2.111,hold,Neutral (score=16),0.150,54.16,0.550
2026-01-08,ETH-USDT,3106.65,hold,Neutral (score=25),0.200,52.81,0.600
2026-01-08,LTC-USDT,81.31,hold,Neutral (score=25),0.200,50.82,0.500
2026-01-08,SOL-USDT,138.37,sell,SELL_BB: BB=0.89,0.400,60.91,0.600
2026-01-08,XRP-USDT,2.1232,hold,Neutral (score=13),0.300,56.23,0.500
2026-01-09,ADA-USDT,0.3914,hold,Neutral (score=22),0.100,50.28,0.500
2026-01-09,BNB-USDT,896.86,hold,Neutral (score=28),0.300,56.12,0.650
2026-01-09,BTC-USDT,90641.28,hold,Neutral (score=28),0.300,52.17,0.500
2026-01-09,DOGE-USDT,0.14071,hold,Neutral (score=25),0.200,53.08,0.600
2026-01-09,DOT-USDT,2.083,hold,Neutral (score=24),0.150,52.42,0.550
2026-01-09,ETH-USDT,3088.4,hold,Neutral (score=25),0.200,51.47,0.600
2026-01-09,LTC-USDT,81.49,hold,Neutral (score=28),0.300,51.31,0.600
2026-01-09,SOL-USDT,135.97,hold,Neutral (score=29),0.350,56.84,0.650
2026-01-09,XRP-USDT,2.0958,hold,Neutral (score=11),0.250,54.34,0.600
2026-01-10,ADA-USDT,0.3886,buy,BUY: score=22,0.100,49.42,0.500
2026-01-10,BNB-USDT,907.93,sell,SELL_BB: BB=0.83,0.400,59.33,0.600
